================ Training Loss (Tue Aug 19 11:02:43 2025) ================
================ Training Loss (Tue Aug 19 11:10:42 2025) ================
================ Training Loss (Tue Aug 19 11:23:47 2025) ================
================ Training Loss (Tue Aug 19 11:34:23 2025) ================
================ Training Loss (Tue Aug 19 11:45:18 2025) ================
================ Training Loss (Tue Aug 19 11:48:58 2025) ================
(epoch: 1, iters: 100, time: 0.470, data: 0.383) D_A: 0.504 G_A: 0.908 cycle_A: 0.647 idt_A: 0.045 D_B: 0.503 G_B: 2.935 cycle_B: 0.253 idt_B: 0.011 downsample: 0.170 upsample: 0.778 clinical_ssim: 0.652 micro_ssim: 0.995 
(epoch: 1, iters: 200, time: 0.468, data: 0.001) D_A: 0.322 G_A: 0.893 cycle_A: 0.645 idt_A: 0.038 D_B: 0.645 G_B: 0.309 cycle_B: 0.203 idt_B: 0.009 downsample: 0.232 upsample: 0.661 clinical_ssim: 0.611 micro_ssim: 0.976 
(epoch: 1, iters: 300, time: 0.469, data: 0.002) D_A: 0.238 G_A: 0.749 cycle_A: 0.605 idt_A: 0.027 D_B: 0.860 G_B: 4.533 cycle_B: 0.150 idt_B: 0.012 downsample: 0.069 upsample: 0.608 clinical_ssim: 0.423 micro_ssim: 0.952 
(epoch: 1, iters: 400, time: 0.708, data: 0.001) D_A: 0.144 G_A: 0.875 cycle_A: 0.586 idt_A: 0.013 D_B: 0.267 G_B: 0.346 cycle_B: 0.135 idt_B: 0.010 downsample: 0.071 upsample: 0.701 clinical_ssim: 0.294 micro_ssim: 0.971 
(epoch: 1, iters: 500, time: 0.478, data: 0.002) D_A: 0.201 G_A: 0.592 cycle_A: 0.550 idt_A: 0.027 D_B: 0.091 G_B: 1.332 cycle_B: 0.134 idt_B: 0.009 downsample: 0.056 upsample: 0.588 clinical_ssim: 0.192 micro_ssim: 0.955 
(epoch: 1, iters: 600, time: 0.469, data: 0.002) D_A: 0.097 G_A: 0.795 cycle_A: 0.544 idt_A: 0.021 D_B: 0.144 G_B: 1.208 cycle_B: 0.142 idt_B: 0.010 downsample: 0.077 upsample: 0.590 clinical_ssim: 0.250 micro_ssim: 0.922 
(epoch: 1, iters: 700, time: 0.470, data: 0.002) D_A: 0.170 G_A: 0.964 cycle_A: 0.571 idt_A: 0.009 D_B: 0.070 G_B: 1.304 cycle_B: 0.116 idt_B: 0.009 downsample: 0.037 upsample: 0.643 clinical_ssim: 0.177 micro_ssim: 0.959 
(epoch: 1, iters: 800, time: 0.669, data: 0.001) D_A: 0.067 G_A: 0.867 cycle_A: 0.529 idt_A: 0.011 D_B: 0.185 G_B: 1.453 cycle_B: 0.159 idt_B: 0.010 downsample: 0.127 upsample: 0.673 clinical_ssim: 0.456 micro_ssim: 0.966 
(epoch: 1, iters: 900, time: 0.468, data: 0.001) D_A: 0.072 G_A: 0.799 cycle_A: 0.534 idt_A: 0.015 D_B: 0.154 G_B: 1.847 cycle_B: 0.153 idt_B: 0.012 downsample: 0.086 upsample: 0.621 clinical_ssim: 0.288 micro_ssim: 0.926 
(epoch: 1, iters: 1000, time: 0.467, data: 0.002) D_A: 0.085 G_A: 0.866 cycle_A: 0.526 idt_A: 0.011 D_B: 0.237 G_B: 2.130 cycle_B: 0.122 idt_B: 0.009 downsample: 0.132 upsample: 0.596 clinical_ssim: 0.479 micro_ssim: 0.933 
(epoch: 1, iters: 1100, time: 0.468, data: 0.002) D_A: 0.080 G_A: 0.835 cycle_A: 0.524 idt_A: 0.015 D_B: 0.095 G_B: 1.144 cycle_B: 0.171 idt_B: 0.010 downsample: 0.079 upsample: 0.639 clinical_ssim: 0.218 micro_ssim: 0.969 
(epoch: 1, iters: 1200, time: 0.793, data: 0.001) D_A: 0.055 G_A: 1.006 cycle_A: 0.528 idt_A: 0.012 D_B: 0.171 G_B: 2.380 cycle_B: 0.148 idt_B: 0.008 downsample: 0.087 upsample: 0.677 clinical_ssim: 0.111 micro_ssim: 0.943 
(epoch: 1, iters: 1300, time: 0.461, data: 0.002) D_A: 0.094 G_A: 0.884 cycle_A: 0.527 idt_A: 0.020 D_B: 0.235 G_B: 2.485 cycle_B: 0.187 idt_B: 0.011 downsample: 0.064 upsample: 0.666 clinical_ssim: 0.216 micro_ssim: 0.951 
(epoch: 1, iters: 1400, time: 0.487, data: 0.001) D_A: 0.059 G_A: 0.940 cycle_A: 0.537 idt_A: 0.011 D_B: 0.038 G_B: 1.403 cycle_B: 0.109 idt_B: 0.009 downsample: 0.043 upsample: 0.702 clinical_ssim: 0.113 micro_ssim: 0.963 
(epoch: 1, iters: 1500, time: 0.474, data: 0.002) D_A: 0.077 G_A: 0.873 cycle_A: 0.390 idt_A: 0.017 D_B: 0.337 G_B: 0.052 cycle_B: 0.099 idt_B: 0.008 downsample: 0.103 upsample: 0.662 clinical_ssim: 0.131 micro_ssim: 0.979 
================ Training Loss (Wed Aug 20 07:26:43 2025) ================
(epoch: 1, iters: 100, time: 0.142, data: 3.404) D_A: 0.592 G_A: 1.040 cycle_A: 0.449 idt_A: 0.029 D_B: 0.657 G_B: 1.398 cycle_B: 0.350 idt_B: 0.006 downsample: 0.139 upsample: 0.446 clinical_ssim: 0.851 micro_ssim: 0.991 
(epoch: 1, iters: 200, time: 0.129, data: 0.002) D_A: 0.379 G_A: 0.925 cycle_A: 0.490 idt_A: 0.025 D_B: 0.473 G_B: 1.348 cycle_B: 0.308 idt_B: 0.008 downsample: 0.171 upsample: 0.484 clinical_ssim: 0.797 micro_ssim: 0.978 
(epoch: 1, iters: 300, time: 0.138, data: 0.001) D_A: 0.288 G_A: 0.958 cycle_A: 0.460 idt_A: 0.020 D_B: 0.492 G_B: 1.347 cycle_B: 0.240 idt_B: 0.009 downsample: 0.125 upsample: 0.485 clinical_ssim: 0.445 micro_ssim: 0.933 
(epoch: 1, iters: 400, time: 0.261, data: 0.002) D_A: 0.211 G_A: 0.454 cycle_A: 0.632 idt_A: 0.030 D_B: 0.468 G_B: 0.779 cycle_B: 0.180 idt_B: 0.013 downsample: 0.278 upsample: 0.609 clinical_ssim: 0.619 micro_ssim: 0.828 
(epoch: 1, iters: 500, time: 0.129, data: 0.002) D_A: 0.285 G_A: 0.515 cycle_A: 0.849 idt_A: 0.017 D_B: 0.456 G_B: 0.605 cycle_B: 0.173 idt_B: 0.017 downsample: 0.277 upsample: 0.729 clinical_ssim: 0.688 micro_ssim: 0.791 
(epoch: 1, iters: 600, time: 0.131, data: 0.002) D_A: 0.642 G_A: 0.464 cycle_A: 0.620 idt_A: 0.060 D_B: 0.284 G_B: 0.848 cycle_B: 0.343 idt_B: 0.014 downsample: 0.080 upsample: 0.843 clinical_ssim: 0.246 micro_ssim: 0.980 
(epoch: 1, iters: 700, time: 0.130, data: 0.002) D_A: 0.462 G_A: 0.388 cycle_A: 0.528 idt_A: 0.033 D_B: 0.261 G_B: 0.801 cycle_B: 0.249 idt_B: 0.012 downsample: 0.110 upsample: 0.544 clinical_ssim: 0.322 micro_ssim: 0.930 
(epoch: 1, iters: 800, time: 0.199, data: 0.002) D_A: 0.276 G_A: 0.564 cycle_A: 0.523 idt_A: 0.016 D_B: 0.252 G_B: 0.859 cycle_B: 0.128 idt_B: 0.012 downsample: 0.154 upsample: 0.296 clinical_ssim: 0.519 micro_ssim: 0.837 
(epoch: 1, iters: 900, time: 0.128, data: 0.002) D_A: 0.179 G_A: 0.385 cycle_A: 0.296 idt_A: 0.008 D_B: 0.203 G_B: 0.619 cycle_B: 0.081 idt_B: 0.010 downsample: 0.045 upsample: 0.363 clinical_ssim: 0.141 micro_ssim: 0.827 
(epoch: 1, iters: 1000, time: 0.128, data: 0.002) D_A: 0.283 G_A: 0.588 cycle_A: 0.204 idt_A: 0.007 D_B: 0.225 G_B: 0.484 cycle_B: 0.071 idt_B: 0.008 downsample: 0.113 upsample: 0.383 clinical_ssim: 0.186 micro_ssim: 0.698 
(epoch: 1, iters: 1100, time: 0.133, data: 0.001) D_A: 0.179 G_A: 0.529 cycle_A: 0.232 idt_A: 0.022 D_B: 0.116 G_B: 0.630 cycle_B: 0.135 idt_B: 0.006 downsample: 0.061 upsample: 0.409 clinical_ssim: 0.174 micro_ssim: 0.833 
(epoch: 1, iters: 1200, time: 0.207, data: 0.002) D_A: 0.279 G_A: 0.630 cycle_A: 0.163 idt_A: 0.017 D_B: 0.099 G_B: 0.929 cycle_B: 0.084 idt_B: 0.008 downsample: 0.050 upsample: 0.267 clinical_ssim: 0.205 micro_ssim: 0.642 
(epoch: 1, iters: 1300, time: 0.129, data: 0.002) D_A: 0.188 G_A: 0.464 cycle_A: 0.118 idt_A: 0.025 D_B: 0.224 G_B: 1.054 cycle_B: 0.155 idt_B: 0.006 downsample: 0.045 upsample: 0.438 clinical_ssim: 0.161 micro_ssim: 0.856 
(epoch: 1, iters: 1400, time: 0.129, data: 0.002) D_A: 0.355 G_A: 0.254 cycle_A: 0.200 idt_A: 0.018 D_B: 0.133 G_B: 1.047 cycle_B: 0.091 idt_B: 0.006 downsample: 0.062 upsample: 0.134 clinical_ssim: 0.147 micro_ssim: 0.516 
